gene,trait
GATAD2A,Schizophrenia
HAPLN4,Schizophrenia
MAU2,Schizophrenia
NCAN,Schizophrenia
NDUFA13,Schizophrenia
PBX4,Schizophrenia
SUGP1,Schizophrenia
TM6SF2,Schizophrenia
TSSK6,Schizophrenia
ZNF536,Schizophrenia
NOSIP,Schizophrenia
PRR12,Schizophrenia
PRRG2,Schizophrenia
RCN3,Schizophrenia
RRAS,Schizophrenia
SCAF1,Schizophrenia
ACTR5,Schizophrenia
PPP1R16B,Schizophrenia
SLC32A1,Schizophrenia
KCNB1,Schizophrenia
PTGIS,Schizophrenia
CHADL,Schizophrenia
EP300,Schizophrenia
L3MBTL2,Schizophrenia
RANGAP1,Schizophrenia
CENPM,Schizophrenia
CYP2D6,Schizophrenia
FAM109B,Schizophrenia
NAGA,Schizophrenia
NDUFA6,Schizophrenia
SEPT3,Schizophrenia
SHISA8,Schizophrenia
SMDT1,Schizophrenia
SREBF2,Schizophrenia
TCF20,Schizophrenia
TNFRSF13C,Schizophrenia
WBP2NL,Schizophrenia
NLGN4X,Schizophrenia
CNKSR2,Schizophrenia
PJA1,Schizophrenia
RELN,Schizophrenia
NDST3,Schizophrenia
RENBP,Schizophrenia
MECP2,Schizophrenia
ARHGAP4,Schizophrenia
LIPC,Schizophrenia
BRE,Schizophrenia
GPN1,Schizophrenia
MIR4263,Schizophrenia
MRPL33,Schizophrenia
RBKS,Schizophrenia
SLC4A1AP,Schizophrenia
SUPT7L,Schizophrenia
MECR,Schizophrenia
SRSF4,Schizophrenia
SEPT10,Schizophrenia
SOWAHC,Schizophrenia
LINGO2,Schizophrenia
MIR873,Schizophrenia
MKNK1,Schizophrenia
KCN1,Schizophrenia
MOBKL2C,Schizophrenia
KIT,Schizophrenia
PAPD5,Schizophrenia
LINC00701,Schizophrenia
LMBR1,Schizophrenia
NOM1,Schizophrenia
TBX1,Schizophrenia
GNB1L,Schizophrenia
PEPD,Schizophrenia
CEBPG,Schizophrenia
CTDP1,Schizophrenia
CTD,Schizophrenia
ADAMTS6,Schizophrenia
ADAM,Schizophrenia
PCDH20,Schizophrenia
CXCL12,Schizophrenia
ZFYVE28,Schizophrenia
RORA,Schizophrenia
HLA-DRB1,Schizophrenia
KIF26B,Schizophrenia
NLRC5,Schizophrenia
BUCS1,Schizophrenia
AGBL1,Schizophrenia
STT3A,Schizophrenia
CCDC68,Schizophrenia
HLA-DRB9,Schizophrenia
MIR1307,Schizophrenia
ST13P13,Schizophrenia
CALHM1,Schizophrenia
CALHM2,Schizophrenia
CALHM3,Schizophrenia
NSUN6,Schizophrenia
GMIP,Schizophrenia
LPAR2,Schizophrenia
MIR640,Schizophrenia
YJEFN3,Schizophrenia
C2orf56,Schizophrenia
CEBPZ,Schizophrenia
PRKD3,Schizophrenia
SULT6B1,Schizophrenia
QPCT,Schizophrenia
PHF7,Schizophrenia
GLYCTK,Schizophrenia
DNAH1,Schizophrenia
BAP1,Schizophrenia
ALAS1,Schizophrenia
ALDOAP1,Schizophrenia
C3orf78,Schizophrenia
MIR135A1,Schizophrenia
MIRLET7G,Schizophrenia
WDR82,Schizophrenia
TWF2,Schizophrenia
TNNC1,Schizophrenia
TLR9,Schizophrenia
SFMBT1,Schizophrenia
SEMA3G,Schizophrenia
RFT1,Schizophrenia
PPM1M,Schizophrenia
ZEB2,Schizophrenia
C2orf47,Schizophrenia
SPATS2L,Schizophrenia
FONG,Schizophrenia
C2orf69,Schizophrenia
TYW5,Schizophrenia
CEP170,Schizophrenia
MIR4304,Schizophrenia
C5orf43,Schizophrenia
NKAPL,Schizophrenia
TSPAN18,Schizophrenia
NRP1,Schizophrenia
PARD3,Schizophrenia
ATP5SL,Schizophrenia
CEACAM21,Schizophrenia
MSRA,Schizophrenia
HHAT,Schizophrenia
SYT13,Schizophrenia
C1orf167,Schizophrenia
TENM2,Schizophrenia
GABBR1,Schizophrenia
CCDC182,Schizophrenia
LINC00599,Schizophrenia
MIR124-1,Schizophrenia
MIR597,Schizophrenia
TNKS,Schizophrenia
CDIP1,Schizophrenia
CORO7,Schizophrenia
DNAJA3,Schizophrenia
NMRAL1,Schizophrenia
FAM75D1,Schizophrenia
KCNG2,Schizophrenia
OTOL1,Schizophrenia
MIR9-3,Schizophrenia
POLG,Schizophrenia
RLBP1,Schizophrenia
NOS1,Schizophrenia
MAGI2,Schizophrenia
LINC01551,Schizophrenia
HACE1,Schizophrenia
LIN28B,Schizophrenia
LOC100128239,Schizophrenia
EYS,Schizophrenia
PHF3,Schizophrenia
PTP4A1,Schizophrenia
BTG1,Schizophrenia
CDH11,Schizophrenia
EMB,Schizophrenia
AP3B2,Schizophrenia
CPEB1,Schizophrenia
BDH2,Schizophrenia
CENPE,Schizophrenia
CISD2,Schizophrenia
KRT8P46,Schizophrenia
LRRC37A15P,Schizophrenia
NHEDC1,Schizophrenia
SLC9B1,Schizophrenia
ADGRV1,Schizophrenia
NDUFA2,Schizophrenia
PCDHA1,Schizophrenia
PCDHA10,Schizophrenia
PCDHA13,Schizophrenia
PCDHA2,Schizophrenia
PCDHA3,Schizophrenia
PCDHA4,Schizophrenia
PCDHA5,Schizophrenia
PCDHA7,Schizophrenia
PCDHA8,Schizophrenia
PCDHAC2,Schizophrenia
PCDHB3,Schizophrenia
SRA1,Schizophrenia
TMCO6,Schizophrenia
WDR55,Schizophrenia
ZMAT2,Schizophrenia
LINC01184,Schizophrenia
FLRT2,Schizophrenia
ERI1,Schizophrenia
FAM85B,Schizophrenia
FAM86B3P,Schizophrenia
FAM86C1,Schizophrenia
CDSN,Schizophrenia
DPCR1,Schizophrenia
GTF2H4,Schizophrenia
C6ORF118,Schizophrenia
PPP1R3A,Schizophrenia
HYAL3,Schizophrenia
RASSF1,Schizophrenia
FYN,Schizophrenia
CALN1,Schizophrenia
YWHAE,Schizophrenia
GPD1L,Schizophrenia
ZNF860,Schizophrenia
MIR548AI,Schizophrenia
MATN1,Schizophrenia
PTPRU,Schizophrenia
LOC100287010,Schizophrenia
TSPOAP1-AS1,Schizophrenia
MSI2,Schizophrenia
AKAP6,Schizophrenia
NPAS3,Schizophrenia
DFNA5,Schizophrenia
CSDC2,Schizophrenia
MCHR1,Schizophrenia
POLR3H,Schizophrenia
XPNPEP3,Schizophrenia
ZC3H7B,Schizophrenia
SOX2OT,Schizophrenia
ECM1,Schizophrenia
MRPS21,Schizophrenia
RPRD2,Schizophrenia
ZKSCAN3,Schizophrenia
ZNF323,Schizophrenia
ZSCAN23,Schizophrenia
JMJD1C,Schizophrenia
NRBF2,Schizophrenia
DMTF1,Schizophrenia
KIAA1324L,Schizophrenia
ERGIC3,Schizophrenia
AMBRA1,Schizophrenia
CHRM4,Schizophrenia
DGKZ,Schizophrenia
MDK,Schizophrenia
C10orf32-AS3MT,Schizophrenia
CSPG4P11,Schizophrenia
CSPG4P5,Schizophrenia
EFTUD1P1,Schizophrenia
EMX1,Schizophrenia
MTMR7,Schizophrenia
VPS37A,Schizophrenia
ZDHHC2,Schizophrenia
TMEM22,Schizophrenia
LINC01539,Schizophrenia
TEX41,Schizophrenia
RERE,Schizophrenia
SLC45A1,Schizophrenia
MRAP2,Schizophrenia
SNAP91,Schizophrenia
VPS13C,Schizophrenia
FOXO3,Schizophrenia
ZNF259P1,Schizophrenia
MIR3679,Schizophrenia
C17ORF39,Schizophrenia
AKAP10,Schizophrenia
CCDC144CP,Schizophrenia
SPECC1,Schizophrenia
USP32P3,Schizophrenia
MED8,Schizophrenia
ST3GAL3,Schizophrenia
LRRN3,Schizophrenia
NMUR2,Schizophrenia
ANAPC7,Schizophrenia
DCLK3,Schizophrenia
MLH1,Schizophrenia
BAG4,Schizophrenia
DDHD2,Schizophrenia
LETM2,Schizophrenia
BNIP3L,Schizophrenia
PPP2R2A,Schizophrenia
SDAD1P1,Schizophrenia
GSDMD,Schizophrenia
MROH6,Schizophrenia
NAPRT1,Schizophrenia
EEF1D,Schizophrenia
TIGD5,Schizophrenia
PYCRL,Schizophrenia
BMPR1B,Schizophrenia
PRMT7,Schizophrenia
KIAA1217,Schizophrenia
CLSTN3,Schizophrenia
HIP1R,Schizophrenia
NRXN3,Schizophrenia
RYR3,Schizophrenia
LOC10050547,Schizophrenia
ELAVL4,Schizophrenia
PDE4B,Schizophrenia
KRT8P21,Schizophrenia
LOC10013269,Schizophrenia
LOC10042107,Schizophrenia
PPP2R2B,Schizophrenia
TRNAC32P,Schizophrenia
LOC10042161,Schizophrenia
ADAM10,Schizophrenia
LOC10050653,Schizophrenia
CORO7-PAM16,Schizophrenia
RPS15AP34,Schizophrenia
LOC729217,Schizophrenia
BAK1,Schizophrenia
OR2B8P,Schizophrenia
PPARGC1A,Schizophrenia
HIST1H3D,Schizophrenia
PCNX,Schizophrenia
LOC10013084,Schizophrenia
RPL21P68,Schizophrenia
C17orf39,Schizophrenia
SPHKAP,Schizophrenia
SLC38A8,Schizophrenia
ACADS,Schizophrenia
LOC645324,Schizophrenia
HSPB1,Schizophrenia
EEPD1,Schizophrenia
SIPA1L2,Schizophrenia
SPAG16,Schizophrenia
COL21A1,Schizophrenia
COX5BP1,Schizophrenia
RPL35P8,Schizophrenia
RPL10P13,Schizophrenia
ETS2,Schizophrenia
MIR4432,Schizophrenia
PPP3R1,Schizophrenia
LOC10050716,Schizophrenia
LOC401134,Schizophrenia
LOC10028759,Schizophrenia
YWHAG,Schizophrenia
DNAJA1P4,Schizophrenia
FAM184A,Schizophrenia
SP4,Schizophrenia
POP7,Schizophrenia
LOC10041978,Schizophrenia
LOC10013070,Schizophrenia
FLJ10661,Schizophrenia
LOC643232,Schizophrenia
NGF,Schizophrenia
LOC646794,Schizophrenia
LOC10050583,Schizophrenia
PSD3,Schizophrenia
GULOP,Schizophrenia
PRDM14,Schizophrenia
RPL29P18,Schizophrenia
LOC10013228,Schizophrenia
KDM4C,Schizophrenia
FLJ35282,Schizophrenia
HMGB3P24,Schizophrenia
RPS2P34,Schizophrenia
GABBR2,Schizophrenia
RALGPS1,Schizophrenia
PRKG1,Schizophrenia
MIR138-1,Schizophrenia
GNAT1,Schizophrenia
RPS25P4,Schizophrenia
FHIT,Schizophrenia
FOXP1,Schizophrenia
KALRN,Schizophrenia
TOMM22P6,Schizophrenia
TNXB,Schizophrenia
LOC646927,Schizophrenia
HLA-DOB,Schizophrenia
HCG4P4,Schizophrenia
HLA-DMB,Schizophrenia
UBE2Q2P1,Schizophrenia
LOC10013250,Schizophrenia
LOC440704,Schizophrenia
CNTN2,Schizophrenia
MIR29B2,Schizophrenia
ROBO1,Schizophrenia
RPSAP28,Schizophrenia
LOC647275,Schizophrenia
LRRTM4,Schizophrenia
LOC10028701,Schizophrenia
LOC727713,Schizophrenia
LOC10042043,Schizophrenia
EPC2,Schizophrenia
CWC22,Schizophrenia
LOC10042066,Schizophrenia
LOC645314,Schizophrenia
ZNF365,Schizophrenia
C10orf32-AS,Schizophrenia
TMX2-CTNND1,Schizophrenia
MIR4300,Schizophrenia
DLG2,Schizophrenia
TTC12,Schizophrenia
PP1P,Schizophrenia
RBMS3,Schizophrenia
RPL21P40,Schizophrenia
LRRC16A,Schizophrenia
GGTA2P,Schizophrenia
ZNF664-FAM1,Schizophrenia
UFM1,Schizophrenia
LOC10050600,Schizophrenia
RTN1,Schizophrenia
NCOA4P1,Schizophrenia
ODZ3,Schizophrenia
SH3RF1,Schizophrenia
LOC10041951,Schizophrenia
TRIM27,Schizophrenia
HIST1H3PS1,Schizophrenia
LOC100507362,Schizophrenia
HIST1H2AJ,Schizophrenia
COX11P1,Schizophrenia
TRNAS17,Schizophrenia
HSPA1A,Schizophrenia
HLA-B,Schizophrenia
LOC285819,Schizophrenia
DDR1,Schizophrenia
HLA-DQB1,Schizophrenia
PSORS1C1,Schizophrenia
VN1R12P,Schizophrenia
MIR2682,Schizophrenia
HCG4,Schizophrenia
SUMO2P1,Schizophrenia
HLA-X,Schizophrenia
FLOT1,Schizophrenia
MICC,Schizophrenia
HFE,Schizophrenia
PPP1R10,Schizophrenia
LOC10013031,Schizophrenia
GPR98,Schizophrenia
PHACTR3,Schizophrenia
DCC,Schizophrenia
LOC10013195,Schizophrenia
RPL7AP25,Schizophrenia
COX7A2P2,Schizophrenia
CXXC4,Schizophrenia
LOC728586,Schizophrenia
SLC25A5P2,Schizophrenia
MKL1,Schizophrenia
LOC10050743,Schizophrenia
SYNGAP1,Schizophrenia
NOL4,Schizophrenia
SFXN5,Schizophrenia
STK19,Schizophrenia
LOC10012910,Schizophrenia
CASC6,Schizophrenia
OR2G1P,Schizophrenia
ZNF311,Schizophrenia
OR12D3,Schizophrenia
ZKSCAN4,Schizophrenia
TRNAI28P,Schizophrenia
HIST1H2APS2,Schizophrenia
SLC17A4,Schizophrenia
LEMD2,Schizophrenia
CCT6P5,Schizophrenia
LOC100507091,Schizophrenia
MIR8072,Schizophrenia
LOC101927295,Schizophrenia
LINC00634,Schizophrenia
MIR33A,Schizophrenia
CYP2D7P,Schizophrenia
LOC388906,Schizophrenia
LOC101929829,Schizophrenia
NDUFA6-AS1,Schizophrenia
LINC00637,Schizophrenia
ASPG,Schizophrenia
C14orf2,Schizophrenia
RD3L,Schizophrenia
TDRD9,Schizophrenia
TMEM243,Schizophrenia
TP53TG1,Schizophrenia
LOC101927273,Schizophrenia
LOC100505474,Schizophrenia
ARHGAP1,Schizophrenia
ATG13,Schizophrenia
CKAP5,Schizophrenia
CREB3L1,Schizophrenia
F2,Schizophrenia
HARBI1,Schizophrenia
MIR3160-1,Schizophrenia
MIR3160-2,Schizophrenia
MIR4688,Schizophrenia
ZNF408,Schizophrenia
ANKRD44-IT1,Schizophrenia
HSPE1-MOB4,Schizophrenia
MOB4,Schizophrenia
EP300-AS1,Schizophrenia
MIR1281,Schizophrenia
MIR6889,Schizophrenia
LOC100506472,Schizophrenia
MGAT3,Schizophrenia
TAB1,Schizophrenia
RPS19BP1,Schizophrenia
MIR4301,Schizophrenia
HYKK,Schizophrenia
LOC101928882,Schizophrenia
SOX2-OT,Schizophrenia
NDRG4,Schizophrenia
SETD6,Schizophrenia
SNORA46,Schizophrenia
SNORA76A,Schizophrenia
LOC101927839,Schizophrenia
SNORD91A,Schizophrenia
SNORD91B,Schizophrenia
ASH2L,Schizophrenia
FGFR1,Schizophrenia
PPAPDC1B,Schizophrenia
STAR,Schizophrenia
SNORD63,Schizophrenia
ALPK3,Schizophrenia
DNM1P41,Schizophrenia
GOLGA2P7,Schizophrenia
GOLGA6L5P,Schizophrenia
LINC00933,Schizophrenia
LOC440300,Schizophrenia
LOC642423,Schizophrenia
LOC102724034,Schizophrenia
LOC103171574,Schizophrenia
NMB,Schizophrenia
SCAND2P,Schizophrenia
SEC11A,Schizophrenia
UBE2Q2L,Schizophrenia
WDR73,Schizophrenia
ZNF592,Schizophrenia
MIR130A,Schizophrenia
LOC101928782,Schizophrenia
BRINP2,Schizophrenia
NCK1-AS1,Schizophrenia
LOC101929406,Schizophrenia
CHRNA2,Schizophrenia
PTK2B,Schizophrenia
MIR6843,Schizophrenia
LOC101927134,Schizophrenia
U80770,Schizophrenia
AL050132,Schizophrenia
ADM5,Schizophrenia
BCL2L12,Schizophrenia
CPT1C,Schizophrenia
IRF3,Schizophrenia
MIR5088,Schizophrenia
PRMT1,Schizophrenia
KMT2E,Schizophrenia
KMT2E-AS1,Schizophrenia
LINC01004,Schizophrenia
SPATA31D1,Schizophrenia
PSMD6-AS2,Schizophrenia
THOC7-AS1,Schizophrenia
MIR4677,Schizophrenia
SOX5,Schizophrenia
MPP6,Schizophrenia
MIR33B,Schizophrenia
MIR6777,Schizophrenia
SMCR5,Schizophrenia
DUS2,Schizophrenia
LOC100131303,Schizophrenia
MIR6773,Schizophrenia
RLTPR,Schizophrenia
DPYD-AS1,Schizophrenia
AC005609.1,Schizophrenia
CD14,Schizophrenia
DND1,Schizophrenia
HARS,Schizophrenia
HARS2,Schizophrenia
IK,Schizophrenia
PCDHA6,Schizophrenia
PCDHA9,Schizophrenia
CACNA1C-AS4,Schizophrenia
CACNA1C-IT3,Schizophrenia
MIR4655,Schizophrenia
MIR137HG,Schizophrenia
C10orf32-ASMT,Schizophrenia
RPEL1,Schizophrenia
LINC00051,Schizophrenia
MIR4472-1,Schizophrenia
FTCDNL1,Schizophrenia
BANK1,Schizophrenia
NR,Prostate cancer
MECOM,Prostate cancer
RNU6-456P,Prostate cancer
RP11-60A14.1,Prostate cancer
DENND4B,Prostate cancer
AC011747.3,Prostate cancer
MEIS1-AS3,Prostate cancer
BCL2L11,Prostate cancer
CDCA7,Prostate cancer
CASP8,Prostate cancer
DUBR,Prostate cancer
MBNL1,Prostate cancer
COL23A1,Prostate cancer
ATAT1,Prostate cancer
HLA-DOA,Prostate cancer
UHRF1BP1,Prostate cancer
RP1-261G23.5,Prostate cancer
MAD1L1,Prostate cancer
ITGB8,Prostate cancer
SUGCT,Prostate cancer
HAUS6,Prostate cancer
RN7SKP114,Prostate cancer
TOR1A,Prostate cancer
LARP4B,Prostate cancer
RNLS,Prostate cancer
TCF7L2,Prostate cancer
MOB2,Prostate cancer
PPFIBP2,Prostate cancer
RP11-750H9.5,Prostate cancer
INCENP,Prostate cancer
KDM2A,Prostate cancer
C11orf30,Prostate cancer
ATM,Prostate cancer
PKNOX2,Prostate cancer
B3GAT1,Prostate cancer
CDKN1B,Prostate cancer
RNU6-491P,Prostate cancer
RASSF3,Prostate cancer
RNU6-148P,Prostate cancer
FBRSL1,Prostate cancer
MMP14,Prostate cancer
PAX9,Prostate cancer
CASC5,Prostate cancer
RFX7,Prostate cancer
MAP2K1,Prostate cancer
GPR56,Prostate cancer
RP11-510J16.5,Prostate cancer
CHD3,Prostate cancer
RP11-805L22.3,Prostate cancer
RNF43,Prostate cancer
MBD2,Prostate cancer
TCF4,Prostate cancer
OACYLP,Prostate cancer
BCL2,Prostate cancer
TSHZ1,Prostate cancer
MYO9B,Prostate cancer
THEG5,Prostate cancer
POU2F2,Prostate cancer
DNMT3B,Prostate cancer
BCAS1,Prostate cancer
TTC28,Prostate cancer
ARHGAP6,Prostate cancer
DOCK2,Prostate cancer
intergenic,Prostate cancer
C2orf43,Prostate cancer
GPRC6A,Prostate cancer
RFX6,Prostate cancer
NKX3.1,Prostate cancer
MSMB,Prostate cancer
HNF1B,Prostate cancer
FOXP4,Prostate cancer
ATP5SL,Prostate cancer
CEACAM21,Prostate cancer
TNRC6B,Prostate cancer
ITGA6,Prostate cancer
THADA,Prostate cancer
PDLIM5,Prostate cancer
TET2,Prostate cancer
IGF2,Prostate cancer
INS,Prostate cancer
TH,Prostate cancer
IGF2AS,Prostate cancer
EHBP1,Prostate cancer
LOC340602,Prostate cancer
NUDT10,Prostate cancer
NUDT11,Prostate cancer
PKHD1,Prostate cancer
HAPLN1,Prostate cancer
CTDSPL,Prostate cancer
TCF2,Prostate cancer
CTBP2,Prostate cancer
JAZF1,Prostate cancer
ZNF652,Prostate cancer
LMTK2,Prostate cancer
KLK3,Prostate cancer
SLC22A3,Prostate cancer
CNNM2,Prostate cancer
CUEDC2,Prostate cancer
CYP17A1,Prostate cancer
FBXL15,Prostate cancer
LOC100505761,Prostate cancer
MIR146B,Prostate cancer
PSD,Prostate cancer
SFXN2,Prostate cancer
SUFU,Prostate cancer
TMEM180,Prostate cancer
ARL3,Prostate cancer
ACTR1A,Prostate cancer
AS3MT,Prostate cancer
TRIM8,Prostate cancer
C10orf32,Prostate cancer
C10orf32-AS3MT,Prostate cancer
WBP1L,Prostate cancer
C10orf95,Prostate cancer
MMP8,Prostate cancer
BIRC2,Prostate cancer
MMP10,Prostate cancer
MMP20,Prostate cancer
MMP27,Prostate cancer
MMP7,Prostate cancer
YAP1,Prostate cancer
BIRC3,Prostate cancer
TMEM123,Prostate cancer
DBIL5P,Prostate cancer
FAM57A,Prostate cancer
GEMIN4,Prostate cancer
GLOD4,Prostate cancer
NXN,Prostate cancer
RNMTL1,Prostate cancer
VPS53,Prostate cancer
GTPBP5,Prostate cancer
HRH3,Prostate cancer
MIR1-1,Prostate cancer
MIR133A2,Prostate cancer
MIR4758,Prostate cancer
OSBPL2,Prostate cancer
RPS21,Prostate cancer
LAMA5,Prostate cancer
ADRM1,Prostate cancer
C20orf15,Prostate cancer
C20orf151,Prostate cancer
C20orf166,Prostate cancer
C20orf166-AS1,Prostate cancer
CABLES2,Prostate cancer
GATA5,Prostate cancer
C2orf48,Prostate cancer
CYS1,Prostate cancer
GRHL1,Prostate cancer
KLF11,Prostate cancer
MIR4261,Prostate cancer
RRM2,Prostate cancer
TAF1B,Prostate cancer
BOK-AS1,Prostate cancer
DTYMK,Prostate cancer
FARP2,Prostate cancer
HDLBP,Prostate cancer
SEP2,Prostate cancer
STK25,Prostate cancer
THAP4,Prostate cancer
ANO7,Prostate cancer
ATG4B,Prostate cancer
BOK,Prostate cancer
WDR52-AS1,Prostate cancer
ATP6V1A,Prostate cancer
BOC,Prostate cancer
KIAA2018,Prostate cancer
MIR4446,Prostate cancer
NAA50,Prostate cancer
SIDT1,Prostate cancer
SPICE1,Prostate cancer
WDR52,Prostate cancer
WDR52-AS,Prostate cancer
COX18,Prostate cancer
AFM,Prostate cancer
RASSF6,Prostate cancer
ALB,Prostate cancer
AFP,Prostate cancer
ANKRD17,Prostate cancer
LOC72804,Prostate cancer
LOC728040,Prostate cancer
BOD1,Prostate cancer
FAM44B,Prostate cancer
LOC285593,Prostate cancer
STC2,Prostate cancer
LACE1,Prostate cancer
LINC0022,Prostate cancer
LINC00222,Prostate cancer
ARMC2,Prostate cancer
SESN1,Prostate cancer
CEP57L1,Prostate cancer
FOXO3,Prostate cancer
RGS17,Prostate cancer
FBXO5,Prostate cancer
MTRF1L,Prostate cancer
SP8,Prostate cancer
ABCB5,Prostate cancer
RPL23P8,Prostate cancer
EBF2,Prostate cancer
TBX5,Prostate cancer
LOC255480,Prostate cancer
DDHD1,Prostate cancer
ERO1L,Prostate cancer
TXNDC16,Prostate cancer
FERMT2,Prostate cancer
GNPNAT1,Prostate cancer
GPR137C,Prostate cancer
PSMC6,Prostate cancer
STYX,Prostate cancer
RAD51B,Prostate cancer
ZFP36L1,Prostate cancer
ACTN1,Prostate cancer
NGFR,Prostate cancer
PHB,Prostate cancer
PHOSPHO1,Prostate cancer
HOXB13,Prostate cancer
PRAC,Prostate cancer
SPOP,Prostate cancer
ABI3,Prostate cancer
B4GALNT2,Prostate cancer
FLJ40194,Prostate cancer
GNGT2,Prostate cancer
IGF2BP1,Prostate cancer
SALL3,Prostate cancer
ATP9B,Prostate cancer
ADAM15,Prostate cancer
ADAR,Prostate cancer
CKS1B,Prostate cancer
DCST1,Prostate cancer
DCST2,Prostate cancer
EFNA3,Prostate cancer
EFNA4,Prostate cancer
LOC10050,Prostate cancer
FLAD1,Prostate cancer
KCNN3,Prostate cancer
LENEP,Prostate cancer
LOC100505666,Prostate cancer
MIR4258,Prostate cancer
PBXIP1,Prostate cancer
DPM3,Prostate cancer
PYGO2,Prostate cancer
EFNA1,Prostate cancer
SHC1,Prostate cancer
SLC50A1,Prostate cancer
ZBTB7B,Prostate cancer
PMVK,Prostate cancer
LRRN2,Prostate cancer
PIK3C2B,Prostate cancer
LOC127841,Prostate cancer
MDM4,Prostate cancer
PPP1R15B,Prostate cancer
PLEKHA6,Prostate cancer
CYP21A2,Prostate cancer
DOM3Z,Prostate cancer
FKBPL,Prostate cancer
HLA-DRB6,Prostate cancer
HCG23,Prostate cancer
LOC10029,Prostate cancer
ATF6B,Prostate cancer
LOC100293534,Prostate cancer
AGER,Prostate cancer
LOC100507547,Prostate cancer
MIR1236,Prostate cancer
PPT2,Prostate cancer
PPT2-EGF,Prostate cancer
HLA-DRA,Prostate cancer
PPT2-EGFL8,Prostate cancer
RNF5,Prostate cancer
RNF5P1,Prostate cancer
CFB,Prostate cancer
RDBP,Prostate cancer
TNXA,Prostate cancer
TNXB,Prostate cancer
HLA-DQB1,Prostate cancer
NOTCH4,Prostate cancer
SKIV2L,Prostate cancer
STK19,Prostate cancer
GPSM3,Prostate cancer
PBX2,Prostate cancer
EGFL8,Prostate cancer
AGPAT1,Prostate cancer
C2,Prostate cancer
C4A,Prostate cancer
PRRT1,Prostate cancer
BTNL2,Prostate cancer
C4B,Prostate cancer
HLA-DRB5,Prostate cancer
C6orf10,Prostate cancer
HLA-DRB1,Prostate cancer
CYP21A1P,Prostate cancer
HLA-DQA1,Prostate cancer
STMN3,Prostate cancer
ZBTB46,Prostate cancer
ZGPAT,Prostate cancer
ABHD16B,Prostate cancer
ARFRP1,Prostate cancer
C20orf195,Prostate cancer
DNAJC5,Prostate cancer
EEF1A2,Prostate cancer
GMEB2,Prostate cancer
LIME1,Prostate cancer
LOC100505815,Prostate cancer
MIR1914,Prostate cancer
MIR647,Prostate cancer
MIR941-1,Prostate cancer
MIR941-2,Prostate cancer
MIR941-3,Prostate cancer
MIR941-4,Prostate cancer
PPDPF,Prostate cancer
PRIC285,Prostate cancer
PRPF6,Prostate cancer
PTK6,Prostate cancer
RTEL1,Prostate cancer
RTEL1-TN,Prostate cancer
RTEL1-TNFRSF6B,Prostate cancer
SAMD10,Prostate cancer
SRMS,Prostate cancer
TNFRSF6B,Prostate cancer
TPD52L2,Prostate cancer
UCKL1,Prostate cancer
SLC2A4RG,Prostate cancer
UCKL1-AS1,Prostate cancer
ZNF512B,Prostate cancer
GPR143,Prostate cancer
LOC100288814,Prostate cancer
SHROOM2,Prostate cancer
TBL1X,Prostate cancer
WWC3,Prostate cancer
MLPH,Prostate cancer
SLC22A1,Prostate cancer
BIK,Prostate cancer
KRT8,Prostate cancer
EIF4B,Prostate cancer
TENC1,Prostate cancer
PKD1L3,Prostate cancer
CDKAL1,Prostate cancer
LOC727677,Prostate cancer
CASC8,Prostate cancer
BC039327,Prostate cancer
CASC17,Prostate cancer
PARG,Prostate cancer
TIMM23,Prostate cancer
PRKCI,Prostate cancer
LOC338694,Prostate cancer
MYEOV,Prostate cancer
LINC00506,Prostate cancer
BC050344,Prostate cancer
TERT,Prostate cancer
hTERT,Prostate cancer
CLDN11,Prostate cancer
SKIL,Prostate cancer
AR,Prostate cancer
GGCX,Prostate cancer
VAMP8,Prostate cancer
VAMP5,Prostate cancer
RNF181,Prostate cancer
ZBTB38,Prostate cancer
FGF10,Prostate cancer
CCHCR1,Prostate cancer
PRPH,Prostate cancer
KLF4,Prostate cancer
RAD23B,Prostate cancer
LILRA3,Prostate cancer
SLC22A2,Prostate cancer
RMST,Prostate cancer
ESR2,Prostate cancer
VGLL3,Prostate cancer
IRX4,Prostate cancer
NKX3-1,Prostate cancer
POU5F1B,Prostate cancer
KLF5,Prostate cancer
APOLD1,Prostate cancer
ZMIZ1-AS,Prostate cancer
FGFR2,Prostate cancer
WDR11,Prostate cancer
KLK2,Prostate cancer
WDPCP,Prostate cancer
SUN2,Prostate cancer
FOU1F1,Prostate cancer
CASC6,Prostate cancer
PRNCR1,Prostate cancer
LINC01245,Prostate cancer
SINHCAFP3,Prostate cancer
SRRM1P1,Prostate cancer
SOX9,Prostate cancer
CALM2P1,Prostate cancer
MYC,Prostate cancer
SLC41A1,Prostate cancer
MYO6,Prostate cancer
SIX1,Prostate cancer
PHLPP2,Prostate cancer
ADNP,Prostate cancer
TMPRSS2,Prostate cancer
TBX1,Prostate cancer
GOLPH3L,Prostate cancer
NOL10,Prostate cancer
NEDD9,Prostate cancer
TRIM31,Prostate cancer
TNS3,Prostate cancer
CDKN2B-AS1,Prostate cancer
MARCH8,Prostate cancer
HTR3B,Prostate cancer
RP1-228P16.4,Prostate cancer
TTC9,Prostate cancer
XAGE3,Prostate cancer
SLC7A,Prostate cancer
NLGN3,Prostate cancer
BCYRN1,Prostate cancer
PEX14,Prostate cancer
CASC19,Prostate cancer
